image,frame_sha256,policy,policy_label,min_conf,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
006313.png,b964527ba1124734d71468ef4d928b1c0e9ae8f84c46673b37e0b536e30d57e1,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,53.893,0.6771,process_steady_v3,15,onnx
006314.png,ea73d08c9701b22811df473afca4a1e746ad5852ddc9b4574b0dc11875b6a95f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,61.841,0.7385,process_steady_v3,15,onnx
006315.png,9c6b1a88e27d3afa6bca150ba578552af52769b85fdfa11ee1a87b035dc7aa72,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,55.027,0.6821,process_steady_v3,15,onnx
006316.png,1745b2dcfc2d88118050297e15d76a84a51887adeed2bde2f71c15991697390c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,37.202,0.6821,process_steady_v3,15,onnx
006317.png,5da1a18b9f5f6265a877516844a8254647203a279751c342b4f27d572b15af16,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,53.728,0.6695,process_steady_v3,15,onnx
006318.png,c4bf4478d3550ab48443f488f81de4237e97f9de00488e11c17d69fe3d261176,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,58.344,0.6695,process_steady_v3,15,onnx
006319.png,23fcf1aa27e90ecdb59c5384dd06db901ea93a430299e92ec70173e6ba6473a2,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,38.346,0.6701,process_steady_v3,15,onnx
006320.png,ac8cfe51fbc7ef39b3fe0c6c1b63dd479e0e749c822838d0d0050469ef6d848a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.181,0.6701,process_steady_v3,15,onnx
006321.png,c8a1fb43081c0e5843885a225db7f982f449586f47e52476301209fbf8104515,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.364,0.6359,process_steady_v3,15,onnx
006322.png,67af157118b32dc219b3c3bedbd857b4c52e9eb58ebe36d9367f390ae76e3a5b,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,SMALL,35.31,0.6356,process_steady_v3,15,onnx
006323.png,59491f6e1c2462cc6133185c767de692b7998d83ae0443405d69ae0153d60598,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,35.176,0.6356,process_steady_v3,15,onnx
006324.png,5d363778e5af2f1d5e213f5a0cdaeb65992304fa557704ad0de2380b0f2215e4,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,59.361,0.6392,process_steady_v3,15,onnx
006325.png,e3df7a57bc441c9d6ef4287f701c2a23d16df76cfa74540e5926b5601e1fcdc9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,59.224,0.6392,process_steady_v3,15,onnx
006326.png,106e9d212954f5ae4e3ff90e21951c7eb28ce5f5e07c5dec223c2d4eb94828a4,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,59.403,0.6404,process_steady_v3,15,onnx
006327.png,b511c99aa997f3d618b2d887901ec864dff4a11f5594ecaaa398ea244f2f5abf,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,46.846,0.6488,process_steady_v3,15,onnx
006328.png,549643952e94616519437def97dedeeea84e6c6435fc3b650c22cfafa26a090e,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,52.771,0.6488,process_steady_v3,15,onnx
006329.png,e5b59d71ff6d90bb5a98a0b789d4b95c8cd07684b512e322fe5d49e1421e01a7,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,39.209,0.6275,process_steady_v3,15,onnx
006330.png,ef13151e3f72800385fb8ee3cefca7f96d450afb356c76080f1bcd4d27b1f07f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,45.953,0.6275,process_steady_v3,15,onnx
006331.png,e124bd93aaea9aaceeeebc9cf5782631c58c8e8abe99c3d94ae7f4c3b25b0feb,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,35.005,0.6587,process_steady_v3,15,onnx
006332.png,16e600ebbcc712491bf18b98237d325f0ddc2df3b80212a47cb93d8e7a111884,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,54.057,0.6587,process_steady_v3,15,onnx
006333.png,84752120beb9e97d5001ff6ebce24bda848a1e58e43b2fb192f94a1e95846a63,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,47.728,0.6359,process_steady_v3,15,onnx
006334.png,220327cef238d4aab8a7fdb159975b585d0f945139f37fb5217b632350cb1016,safety2,Two-level VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,35.378,0.6239,process_steady_v3,15,onnx
006335.png,92be180c4104049e7314a1f3865b859c2e2444ce9d03b65733f5d03cc34f20e9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,53.409,0.6239,process_steady_v3,15,onnx
006336.png,cd8d533b9d7182c1d89c6aeaadb6976fe92898d1caad9a02ec08dec989ce6ce0,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,49.108,0.6455,process_steady_v3,15,onnx
006337.png,2c68dcc28e515cca7a44f8c5fa30b5c1c42f165b8e109f790b61562b0f0464b5,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,54.942,0.6455,process_steady_v3,15,onnx
006338.png,3098446153186409f2938f612e33da03e8a773803a7bcd61d29cbd4331d51429,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,310.643,0.6311,process_steady_v3,15,onnx
006339.png,934bb86b6f896d806880f391c48302fc812929abf35c4bd3662a2eba0bf582aa,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,270.25,0.6635,process_steady_v3,15,onnx
006340.png,a00923cbb0d2722509a712b340e7a534c02f28ca9fe2d78e1d3069839a95c9de,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,258.458,0.6371,process_steady_v3,15,onnx
006341.png,6669a718a62a6096883eecbc6d7988d8e9a3da08a1a549be7d7aa0ecd53c634d,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,37.823,0.5057,process_steady_v3,15,onnx
006342.png,fda91c2e7a4f1a36a699644a4397f184a692b6605b13b64eb281c915f517069d,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,292.637,0.5057,process_steady_v3,15,onnx
006343.png,0c5826cf17d07f1044439ccdb3cdfed5d6fd38b7d6a02e69842b2816ed1112ea,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,273.702,0.6341,process_steady_v3,15,onnx
006344.png,f8131f2c5d83f5e8ff4a19de09fd29826e935bdd97a5f9d4bae26290ebc9330a,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,False,True,MEDIUM,264.279,0.5057,process_steady_v3,15,onnx
006345.png,917919dc860ed47e3f294fe27c0526cd50e6b78063c6696c8224b904f15e6a94,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,52.559,0.6359,process_steady_v3,15,onnx
006346.png,d8414da1817fb530b9f2de8a08ca2f89f06988c54548056cf714ccf11f6dfb98,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,36.78,0.6341,process_steady_v3,15,onnx
006347.png,4d98e52e8bbc926a72bcfff9512bf13508868906074369e4717edc5031494041,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.93,0.6341,process_steady_v3,15,onnx
006348.png,70353b2224a9cc21c205e1b4997f794a1aa052d87731d17597756d6ec244134a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,50.654,0.5489,process_steady_v3,15,onnx
006349.png,f2fe6512be0d660f969cc71beb01b55b13dfdc181a0dd5b82797ae541f0750ea,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,59.24,0.5489,process_steady_v3,15,onnx
006350.png,17956262c6be03202e9a8f4ed4a8c1cb4a7fecc7333fbf26f90b3144db1bac8f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.886,0.6185,process_steady_v3,15,onnx
006351.png,ddff7c6daf9b9469a99dd7c3e97af3c60dcf1d0cb9fe86517fa7f20006973dd4,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,37.64,0.6185,process_steady_v3,15,onnx
006352.png,46e79e40936cf2a7f91a7e8da6f434bcc6f495005693e04b0a0dee2ebf61b1a5,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,60.772,0.6185,process_steady_v3,15,onnx
006353.png,3a1b577a340fad228d7f8c8d242b434971698e39660fff11e18aa6e2d6abdf60,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,SMALL,56.371,0.6845,process_steady_v3,15,onnx
006354.png,4c6e97f57ab49055964585d7e1c3973f0924137e98214e6c8290ac17635d4321,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,59.225,0.6845,process_steady_v3,15,onnx
006355.png,2b82dc1a66b8b728db62f28cb117ff25c9aeb543fe0ff641ef8da8c08b7d23a3,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,293.269,0.5309,process_steady_v3,15,onnx
006356.png,c724216b4b04806f5e332a76f4ce85f3065cd4f602813cae75b26b124224991a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,260.325,0.6002,process_steady_v3,15,onnx
006357.png,bb515b280655fc673c80613992663257bce5598794107fc4306890c7fd4a0281,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,310.825,0.665,process_steady_v3,15,onnx
006358.png,78ac7b0e6a37b895cc51d6894d08093d3ab67b552a5c132586e34de63396d03a,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,61.519,0.6518,process_steady_v3,15,onnx
006359.png,ae30a56de8c9056774a880864d70686b9ec77870bb8559f40cb8640042690679,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,38.75,0.6827,process_steady_v3,15,onnx
006360.png,5f7fc66636f7cba351c5c1c2a8b5fe4a23275d097ba4d9b88fcf584b49d0579b,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,50.82,0.6827,process_steady_v3,15,onnx
006361.png,d2f8c1a8dc18b18e374a98fc3e05a6561fad6eb1625a312caa95621451fbc9f4,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,53.083,0.6773,process_steady_v3,15,onnx
006362.png,99501c9ce338f7df0e1fc1a04f1007b3e5fb1c5af7ed4736ff0ed4b1405638bf,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,False,True,SMALL,60.633,0.6773,process_steady_v3,15,onnx
006363.png,ee9cc8a018651f254266e233393501789379529216b8c3a8321c729543f1852b,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,59.594,0.6551,process_steady_v3,15,onnx
006364.png,ee6036798a37982080d493505c20f3b871a2c0422affa9e15efeea927dc60835,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,59.998,0.6275,process_steady_v3,15,onnx
006365.png,867e2c653a2981796804c89f8611939e89ea65f03954a103ae25563fc50855d8,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,59.562,0.6413,process_steady_v3,15,onnx
006366.png,d2097b713c2cda05e6a7c07b6a86962d18d4dbc2fa65c0adc84e7b54504d4321,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.382,0.6413,process_steady_v3,15,onnx
006367.png,dce2797b643dce93ee79522e60dd64e878ae342fc3cc3a5acf02ecc382326298,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.488,0.6359,process_steady_v3,15,onnx
006368.png,491bdec88bc3472b311a82ed846d85d6787e11a7f089172d22afecaa6764bcd8,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,38.462,0.6359,process_steady_v3,15,onnx
006369.png,9620d192ff6a8283ab60a8d9d238f5bb753dd38f923678bef984d739ff3f91f0,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,36.389,0.6509,process_steady_v3,15,onnx
006370.png,5756e4e4c329c13e8a5bb9c008f59be8c5b791520bf7bab1315c74c36b95ba67,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,34.906,0.6509,process_steady_v3,15,onnx
006371.png,2d637f4f90af7e116cb91814a94b0c7d0d2e79b2168b17ba2a62af4ad1e2c98b,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,35.531,0.6449,process_steady_v3,15,onnx
006372.png,d9a603038b2b9f0c512bc44515cc5baea27275095cd41f534a5eda6fd578d067,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,36.249,0.6449,process_steady_v3,15,onnx
006373.png,9499be68b121ff3ed5b76db2f41859969da52de3093496d207006a1875553b55,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,34.609,0.6485,process_steady_v3,15,onnx
006374.png,c5bc2edd26de03f5172b2e98955b6cfd48e819068001426f4e555789f6be5bfa,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,37.324,0.6485,process_steady_v3,15,onnx
006375.png,d8041b9ecee830c69b4a2a0e7eb620449cac4a30666b909a91087d75ab4902f4,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,45.699,0.6317,process_steady_v3,15,onnx
006376.png,6700ea3d1af8028de79c1a140d2263c0faf302e455385493125e31128eeb86a9,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,49.62,0.6317,process_steady_v3,15,onnx
006377.png,4952768b7e65d48e024a46ae083f1353f1a0695430ebac7a370479d854568197,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,34.261,0.6485,process_steady_v3,15,onnx
006378.png,087ac64f285de7847ed33eb6bcd054b2f08f66c9aa4156747056ff5f82ab8ac3,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,42.454,0.6485,process_steady_v3,15,onnx
006379.png,10eea4ebbd61b03dd6117d25e7eddb22cd3a2a92dfc303d8199f81fafbcec303,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.614,0.6347,process_steady_v3,15,onnx
006380.png,35cb2101b20f3b1c6946440ea4e6c11d0e0d1244a0300b5d84e38e2b79f2ddba,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,39.661,0.6347,process_steady_v3,15,onnx
006381.png,a1aa32d6a8a1ce25ef2d369bc4d975cbaa62b49c2c263fc84ef053f71532f6ed,safety2,Two-level VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,45.977,0.6611,process_steady_v3,15,onnx
006382.png,c26ae8466bc62255bda0fd6603ca94118113ec2602203560bfb52569f54016dc,safety2,Two-level VRU-retention,0.25,moderate,True,True,3,True,True,SMALL,47.956,0.6611,process_steady_v3,15,onnx
006383.png,195e3cb8879b40561689b0e886a0b3d7d60bce1154d9b6517e272c193aabf015,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,47.576,0.6305,process_steady_v3,15,onnx
006384.png,11a2c80e5aa8608eb592871aa14833f5ab8933b44fa5c6700fa7f9cb0f48e6a8,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,41.181,0.6305,process_steady_v3,15,onnx
006385.png,837ce786433c519ff3609171a7e43b690a3ab9dd342ac771486b1b28d5c35f17,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,46.862,0.6387,process_steady_v3,15,onnx
006386.png,e3835a110772bd272b18d6598cd48472497d1032a7eb4da705e77a704f29e315,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,54.64,0.6453,process_steady_v3,15,onnx
006387.png,95840ea7bf30a03d709ff0e3c8bb2d6749069d63772c2f04b99337301221e974,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,51.314,0.6453,process_steady_v3,15,onnx
006388.png,0e23c183350f2b56f082882efb3b03e5c2e7e14db2774ce085b323477db2cf7c,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,39.7,0.6453,process_steady_v3,15,onnx
006389.png,e621116011f3b38e3b04e07c60d0949e6a404c0ab17db791b9cb552896b2d3b4,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,59.545,0.6453,process_steady_v3,15,onnx
006390.png,ccd74a5b94b78b956462ada678eb957eef20fb084ff138f9f196d36abe331a16,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,True,True,SMALL,36.877,0.6495,process_steady_v3,15,onnx
006391.png,add1efe36c1b1a14c56e682dc621af7697f4a3dcf09ec11c311dfa6eba78d1ac,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,SMALL,59.904,0.6399,process_steady_v3,15,onnx
006392.png,a18c62648b7aef3c61506466cd1adb8f88f577a5f295cce5b8a5f4915e5169bd,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,34.862,0.6399,process_steady_v3,15,onnx
006393.png,f958b4d0914cb8b0682f4029cc99ab16a840dc9a7443e2362c2d97be1b58b7b1,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,35.686,0.6633,process_steady_v3,15,onnx
006394.png,6f3b7b2c329547ef2c70edb430af02a6c8e757114fdc5c8e32fd64a0cd786a83,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,38.256,0.6633,process_steady_v3,15,onnx
006395.png,eb44277b6a8a83de71766b549da28e167f8b29c797711f6f659ec5b378a1dbf9,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,41.111,0.6537,process_steady_v3,15,onnx
006396.png,2cd9031d4dc7cce4c2307dd0bc9dc30200563f7abd251ccd84b825af5f136254,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,MEDIUM,234.53,0.6537,process_steady_v3,15,onnx
006397.png,cd740c5587b826082ebe293b1e0ddd29bf3184ab4ce0f467aec78e17133ff12f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,313.355,0.6483,process_steady_v3,15,onnx
006398.png,9e38cbbd0ab1ad0a2d656b2722eb4934c73e92409e0a01a51eee2428c31b1a0b,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,318.631,0.6443,process_steady_v3,15,onnx
006399.png,d93e8548198e1aabe50ef95239ceabbb5d82f5317c917fafd80f467481f89c99,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,35.97,0.6387,process_steady_v3,15,onnx
006400.png,a7bea6f7e9f713d143f0e3a16dc1b6270a732e3b9f01b749d31bff79e5fd0b42,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,35.882,0.6945,process_steady_v3,15,onnx
006401.png,3eb48ab8d3aa41192a644b200d0b6a29e882dd610c9abd94be2ccf8321fc314d,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,293.786,0.6945,process_steady_v3,15,onnx
006402.png,4d36d741fcdbbce987ecb3644c8e5ed66bdb28a8801f624a4d241537b7d9acc3,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,307.098,0.4995,process_steady_v3,15,onnx
006403.png,cc765bb43053247748acd74209c170294694d380e70e80e9b1134905f6338841,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,MEDIUM,315.669,0.5055,process_steady_v3,15,onnx
006404.png,f3663fd862f6ff2ac0afc5f6f67f90c73cf4c65d50535db2317ddb3452385e49,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,36.708,0.5055,process_steady_v3,15,onnx
006405.png,f2a83db6c6d6477cc67f6bf0939359e16b09c092241c9ba259d605d743aa4554,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,41.489,0.6603,process_steady_v3,15,onnx
006406.png,b4942ef165b726721b396584d1d85f189d7ad20ffde35227a6ef1d5834150a2a,safety2,Two-level VRU-retention,0.25,moderate,True,False,1,False,False,SMALL,60.374,0.6879,process_steady_v3,15,onnx
006407.png,3703ae3dc534570994a27e818e7da727f84c58b819b2b4c740a261e2c2a03b55,safety2,Two-level VRU-retention,0.25,moderate,True,False,2,False,False,SMALL,34.99,0.6879,process_steady_v3,15,onnx
006408.png,61583c690b94f174dbc52bd1accce1763246002ddb1cec70e82aa021b28ae07b,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,60.04,0.6711,process_steady_v3,15,onnx
006409.png,a9d74907fd8da8ea3d452a545576959231c240cdc757e408f4700985663a4b96,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,36.072,0.6711,process_steady_v3,15,onnx
006410.png,c3d44ae96f4bf0dc174c333a6fe689807c68429eb7aeb85e832ab7480f7c7708,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,False,False,SMALL,61.113,0.6495,process_steady_v3,15,onnx
006411.png,1b9624365320e2db23c15515e3e3931a2ca75a9f5a71114d9d8fbedd94922e2e,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,SMALL,43.207,0.6567,process_steady_v3,15,onnx
006412.png,8ff620a81d27ce23f4ba51338f56a3d3a57c92887beceb8ed0e334e8f120c3f4,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,MEDIUM,247.501,0.6567,process_steady_v3,15,onnx
006413.png,39259cff1e15bf28c191eb7b00c84fb0c2794910edd8b5c147645ca2033319e2,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,274.167,0.6399,process_steady_v3,15,onnx
006414.png,c1caf8d3b564da32f8b81c466b86a5e15271ebc08daa59ceee003c19df0afaba,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,280.967,0.6333,process_steady_v3,15,onnx
006415.png,1304a5a54409ea9400feb2fd5c306a400aec553ab577a5ac627440f3e174ffeb,safety2,Two-level VRU-retention,0.25,moderate,True,False,2,True,True,SMALL,35.777,0.6453,process_steady_v3,15,onnx
006416.png,d470f117b091e21d51d8a91e16845eaa0e32db5e6a40e556f9d08e4bc3158b05,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,61.12,0.6453,process_steady_v3,15,onnx
006417.png,1a98424c6e1d2e030a5a3d09bc5475b94af6288f5a2393a6dc8526750af89a87,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,60.087,0.7257,process_steady_v3,15,onnx
006418.png,c5bfc00e857ecb953ea51561f64975ecd819bee5cedf6afa0ea07e7426c9d407,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,48.412,0.7257,process_steady_v3,15,onnx
006419.png,5c89bc0f240b98e035e066205d9e9cdc5dfe0d675cf724645e7861ecb423761e,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,45.834,0.699,process_steady_v3,15,onnx
006420.png,1bc138c060ac99edd37d44ca95f61f3f527de13a3b269d4e29d71f07092b4277,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.74,0.618,process_steady_v3,15,onnx
006421.png,aa19c8314cf8ea8113af57bdec76b07d7fc7818598bd91f81226bc6534880e29,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,59.479,0.618,process_steady_v3,15,onnx
006422.png,e53ffeaefdbe37ffad658d2cb5940acf9cfa3c021ccd85b668503f35d724153a,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,SMALL,34.771,0.6108,process_steady_v3,15,onnx
006423.png,f478e54fc52cd58a444ed294c9769494d87f0abefcda148e7bfbe01d29361378,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,241.411,0.6108,process_steady_v3,15,onnx
006424.png,1227105343e931182b736535870c49aff4b1be906913f77e748f19bfd1be096c,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,344.96,0.4977,process_steady_v3,15,onnx
006425.png,a3c18c7563879f8c78cac83abf2999e8798566c39897ce7ed404a56c14efcaa3,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,MEDIUM,281.13,0.5361,process_steady_v3,15,onnx
006426.png,5e1bc0de4a05d4fedd1048c0476e34c13750f8ca86279e356e72045dd152f11a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,297.385,0.6291,process_steady_v3,15,onnx
006427.png,5f2512aad373bb6b65ac2d5a944d206a078d7a0821817a2857542d297353d1a0,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,False,True,MEDIUM,248.057,0.6237,process_steady_v3,15,onnx
006428.png,219b18920221c8f73a7e9c432394046ed4b12edb27a81ec3bee9e357a6dc66ac,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,313.255,0.6291,process_steady_v3,15,onnx
006429.png,4bdd3ae272ae2a44c4d8aeab1a3613784a81430209aeb515d7a766a2bb4019e5,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,348.16,0.6069,process_steady_v3,15,onnx
006430.png,a25bb70c17d6bb46f1ca7e1a1bf71320dc63cc73a5dace2e40d961e69e619087,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,False,True,MEDIUM,284.311,0.5433,process_steady_v3,15,onnx
006431.png,3f1fc7d2910aab7dea8606bddda368fd6e8055bb06b83f13a724744a8df43fdd,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,306.586,0.6387,process_steady_v3,15,onnx
006432.png,d79477288f1524a3fa26d173017d620e0cbed036630ece09348d29fed714d93f,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,260.716,0.5799,process_steady_v3,15,onnx
006433.png,457ba2f9983575d13ea0bfba7438bd7071bb5f2365bbab02b278c93c4576b3a3,safety2,Two-level VRU-retention,0.25,moderate,True,True,1,True,True,MEDIUM,238.766,0.5121,process_steady_v3,15,onnx
006434.png,6d197b35cc248df65a7d61c31e36665fa3a208626478431dc148cfb0146e5b54,safety2,Two-level VRU-retention,0.25,moderate,True,True,2,True,True,MEDIUM,292.035,0.6441,process_steady_v3,15,onnx
006435.png,5c5a0d50d543f9a6b85a6d9cf9c12993959a368645c8ca093e6d328b31601018,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,MEDIUM,299.786,0.5763,process_steady_v3,15,onnx
006436.png,ffa75ec59cd51c805b4861c5b5e3f8e9a3ec12289fdc3fd6ae40a2ca6f4a425a,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,False,MEDIUM,231.691,0.4953,process_steady_v3,15,onnx
006437.png,01182a2ad11ae023ac31723bff8738efe3719a10a9457dca5036f4cbc72410c2,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,False,True,MEDIUM,283.814,0.4827,process_steady_v3,15,onnx
006438.png,e49a6ab394c1951f3b870d59c5aca834bddcff6be435a0bea0dd6838bf092139,safety2,Two-level VRU-retention,0.25,moderate,False,False,0,True,True,SMALL,35.904,0.5595,process_steady_v3,15,onnx
006439.png,7fe19550854afdcbb819368d8fcabe785621826d6d0399b6bf69ccd005c1ef94,safety2,Two-level VRU-retention,0.25,moderate,False,True,0,True,True,SMALL,36.312,0.5415,process_steady_v3,15,onnx
