image,frame_sha256,policy,policy_label,min_conf,calibration_path,calibration_sha256,effective_policy_kwargs,load_profile,gt_vru,detected_vru,gt_vru_streak,lock_before,lock_after,tier,latency_ms,pressure,load_injector,load_worker_processes,backend
007213.png,d721290e9eaa9e9f53d203e8bee85cb0ca984923268aec9c43fbf0c13e1e62d0,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,31.271,0.6079,process_steady_v3,11,onnx
007214.png,52995d3c62574a4d2045574528e20790fdb86ffb1c268df2675d38c9815e56d8,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,31.484,0.6086,process_steady_v3,11,onnx
007215.png,de3745e992c2ec755e9ebe29bd554614174d7d7b535f7daa7061d574f95b6576,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,33.077,0.6086,process_steady_v3,11,onnx
007216.png,7eca76a0a721bc31465bb707eb807e581ed5a16288d39348d476431ea5fc0b9e,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,38.733,0.6079,process_steady_v3,11,onnx
007217.png,5266731011789ace3989bdc227a91f5cb6549d023cdcee923904ade546f15150,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,34.83,0.6079,process_steady_v3,11,onnx
007218.png,4e581791310d82eee41770e4ee026c8943a76c88d9f97f594c6859ded1672c89,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,34.63,0.6065,process_steady_v3,11,onnx
007219.png,d1fd8a451214f8d18cd59e2cf439f5f1ea7bcb79216dae90d7c4dc4e7ed40e68,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,31.763,0.6065,process_steady_v3,11,onnx
007220.png,4f75a5b882351ccebc5dcdfe9ab9fb3a2424b35f7f021ea061434ed847b7a7f7,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,32.672,0.6051,process_steady_v3,11,onnx
007221.png,c73920cbf9e86c62b5c98a1fa7b8872c289a098e66b1798f010379a360e949df,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,False,1,False,False,NANO,37.96,0.6051,process_steady_v3,11,onnx
007222.png,8d346ec8c2ce5426c2f084632e2ea3c21c88ebe7a60ff6304cfc3652244e05c4,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,47.876,0.6121,process_steady_v3,11,onnx
007223.png,cbec62d156b989599ff855eacd4323dd46e128e5394b4ad8991dbbbce3d921d3,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,NANO,37.492,0.6121,process_steady_v3,11,onnx
007224.png,c7c82380b9091469d9f8a747025519e8694f50ae64acfc94fe810af6b186a0b7,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,136.077,0.6569,process_steady_v3,11,onnx
007225.png,c76d88393f012f7d188d356e50cf7c7a85976a9257f93263e25b379e679f2cc8,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,136.14,0.5974,process_steady_v3,11,onnx
007226.png,50f386106b846f011323e70e1335cca4f52252057eff66c47e82f1c56684ac45,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,131.046,0.6359,process_steady_v3,11,onnx
007227.png,8918f1472868b33d5bfe5ab911900f4221b69ed905ff82ed8df2489e79111708,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,True,0,True,True,SMALL,129.0,0.5946,process_steady_v3,11,onnx
007228.png,d0c1b6967afebe571695465d2d237aaf2b833e4d96c6b9159fa36db102e4947f,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,131.384,0.6261,process_steady_v3,11,onnx
007229.png,ed3170bd849805d805f48693b2ea792331b7d607664cfadded8813be1c3c2c5d,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,False,1,True,True,SMALL,138.191,0.6184,process_steady_v3,11,onnx
007230.png,279153692c506d3eee390b380fd67dacea31b862867639736f6af5c43c704624,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,135.863,0.6205,process_steady_v3,11,onnx
007231.png,dcd26b619911b6a65b966563a6f9ab8be017e4882fbdb187959bfd823e5d8822,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,1,True,True,SMALL,131.315,0.6856,process_steady_v3,11,onnx
007232.png,81d09c3a2cb44e23a7ae1932ef3cc28f2557948d266d2960ba93c4bb2602df66,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,False,2,True,True,SMALL,129.95,0.6107,process_steady_v3,11,onnx
007233.png,ec07662b8147cd5568961df879bb033f43776bdae57b6bc0a4dcd7c5d7549542,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,136.685,0.6205,process_steady_v3,11,onnx
007234.png,54ea36e84289b44ad6083618e56a89c18f37cc07550f6eab7081935e11d17ea4,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,157.36,0.6016,process_steady_v3,11,onnx
007235.png,095879a09ed078ef27358b9d71ec3f7aad55e1c20ffe36e2eae48b9bf18fbb6c,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,133.13,0.6254,process_steady_v3,11,onnx
007236.png,9a9e0004c4da86109239f88dff93aec69cd0d3b9b03e652840866ea4e5e1a575,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,179.304,0.6191,process_steady_v3,11,onnx
007237.png,5a1f1a69e56f8074db033938f0868e1deb98908bc80596afb25c9bc78d004274,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,NANO,31.688,0.6856,process_steady_v3,11,onnx
007238.png,c66de083b1b80002bd9e469a20efd43e0601607ba700a256010e81e205217dae,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,163.284,0.6856,process_steady_v3,11,onnx
007239.png,369026e6aa65bb15c43a0644b36e3131798b4c09affd9320843c4c3dd67685b6,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,True,0,True,True,SMALL,157.637,0.6065,process_steady_v3,11,onnx
007240.png,1f0e256ac29934f80522d61f97830042a6d7f03a0bdf8011c85beb91e34bd5f0,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,False,1,True,False,SMALL,143.854,0.6002,process_steady_v3,11,onnx
007241.png,0a922717ef5015a0b0b7600e499651871f9ea5919434876703cfae1adc09b662,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,132.802,0.6261,process_steady_v3,11,onnx
007242.png,84354f1b79af967fac6333f99bd1a5ff408d63a59051e14ae55b0155b6c577eb,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,139.558,0.6184,process_steady_v3,11,onnx
007243.png,30ff07ff28d42e83c81aa230bdbd05f1647518cc017a90b9a8dd2cc94e3b9210,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,33.788,0.617,process_steady_v3,11,onnx
007244.png,6badbe31f7aefbb8794399fb85e9cbdfea11bb66f388ea4f2abd6ff86f2c686a,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,51.417,0.617,process_steady_v3,11,onnx
007245.png,dd393516804b8dfa225875e44b6e4a469a7aee3e5b5c26edc9b943814f61c749,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,36.223,0.603,process_steady_v3,11,onnx
007246.png,865a50184fc7b4d21774056e5baca1f87bd13dd9ed983d15226c85686b26f2af,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,36.067,0.6485,process_steady_v3,11,onnx
007247.png,e5b612821895f547e30b1f369364d34b285bb5fd9c76d0f8d4743334335db0a3,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,40.618,0.6485,process_steady_v3,11,onnx
007248.png,0ce5336e3658653f7734606c18a7536463f08d8a1f419a0e5f9c51083a261a1b,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,38.607,0.6065,process_steady_v3,11,onnx
007249.png,4841a3c8475addf573f46c65241003e06e3eb74f980fe32f37588cbcadc4fd3a,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,39.363,0.6065,process_steady_v3,11,onnx
007250.png,1f6f7250e2037ba485bdb19be420b7c1ea69639005a9484d9f120bb8f5919209,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,32.817,0.5974,process_steady_v3,11,onnx
007251.png,a181af40557f8a564113a74c318888ad485ca60797ac85a3e196c903c2bedd5d,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,34.296,0.5974,process_steady_v3,11,onnx
007252.png,57c9631e166eeb23e03b1930ae4365cb5947cd7299854d12ca0da21da5648a29,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,SMALL,131.239,0.6002,process_steady_v3,11,onnx
007253.png,4998b733157cb8c8d6567f51842f628b516487b7cdb2e90b016d5fda170fe8ad,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,SMALL,130.316,0.6086,process_steady_v3,11,onnx
007254.png,459e049056ccb3c684abd26adb5e64c0bbfde2677df4f5c6bbf90586c5789a7d,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,2,True,True,SMALL,132.031,0.6352,process_steady_v3,11,onnx
007255.png,4b592eaae57efa8b5b45683b7bac02ae0a7e61573fef05c7f7d099121afb2169,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,False,3,True,True,SMALL,129.021,0.6149,process_steady_v3,11,onnx
007256.png,69b965801fcd164ffe818044e1c6860a68647164071a692a940e20666dfdf625,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,True,0,True,True,SMALL,169.058,0.6135,process_steady_v3,11,onnx
007257.png,ee3f777b8c799b9c14f7d6e39eb97a16cfdce9307a3cde3c2029f9ea3583b685,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,146.553,0.6842,process_steady_v3,11,onnx
007258.png,d192aa87ed61240cfe22c0a748de410e2414e943a5776c56cb0da28dadd186c9,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,45.491,0.6254,process_steady_v3,11,onnx
007259.png,b64f4816715cb2273524f6fcb6f42df62ed717b71a7b132b982fcc7dc08c2b35,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,False,False,NANO,33.207,0.5911,process_steady_v3,11,onnx
007260.png,3f4934a13d9a0254a086836e7c8b3817643e0a770b3f37e7dcc9ff1af7b9b069,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,True,True,1,False,True,NANO,31.583,0.5911,process_steady_v3,11,onnx
007261.png,d276ebc3f0edc8664f6e697c5903255ead0edf1111fb27719be308efffb5bd40,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,171.666,0.5911,process_steady_v3,11,onnx
007262.png,df83971097e81cbcf8756f03ba55de2f71f124e6396589c118dcba3ab8e0178a,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,True,SMALL,174.705,0.6107,process_steady_v3,11,onnx
007263.png,ac99a26513f2e2d55248e3ad78344e1fbc5dfc9d3a92a020bbd5fc93993ad98f,safety,VRU-retention,0.4,/home/soren/rams_sep2026/corrected-20260908/results/full-20260908-v1/onnx/calibrated.yaml,5ef1ae7520be4bc5ff64ffd98b82b569a5f2762c6c552ffd7c89a69eecce949e,"{""hi_thresh"": 0.606, ""hysteresis_window"": 3, ""lo_thresh"": 0.274, ""min_conf"": 0.4, ""proximity_window_s"": 0.5}",moderate,False,False,0,True,False,SMALL,143.549,0.6261,process_steady_v3,11,onnx
